Class,ALT,L8 NDWI med,L8 NIR mean,L8 Temp max,L8 Temp mean,L8 Temp min,TPI,Elevation,Slope
Deep,0.756385,0.21433935,0.445221837,301.1463243,276.4708008,244.2841435,1.189466,-3.1334057,1.9489936
Deep,0.756427,0.220689407,0.398554087,302.2537627,274.8101546,186.2700901,-0.11143494,187.75444,1.2104852
Deep,0.756469,0.256445453,0.330757237,304.8412039,286.5023872,150.0014799,-0.7510376,139.26836,0.51182
Deep,0.756687,0.217930618,0.431275,305.5965863,283.0605706,247.6884915,0.81730366,16.03071,0.7724018
Deep,0.756726,0.068534073,0.34361599,304.1678539,278.3270531,179.7895242,-2.7847137,202.86523,1.6919954
Deep,0.756778,0.239887028,0.285174462,301.959813,284.7903098,191.1749488,-0.13400269,135.20616,0.735874
Deep,0.756822,0.216931832,0.320755714,304.7557534,281.9168228,150.0014799,-0.52471924,126.81224,0.13823916
Deep,0.756948,0.127732212,0.350886016,304.4036973,278.2553103,222.2755128,-0.35116577,342.7301,0.21783566
Deep,0.756988,0.323994979,0.433748958,304.3626811,276.565491,150.1826349,-0.013397217,264.6506,0.9247277
Deep,0.757,0.112482868,0.350207446,309.3359002,284.517657,256.9308175,-0.46606445,543.3332,0.4642086
Deep,0.75707,0.096889055,0.348128125,307.93793,276.5260155,226.7736271,-1.0026398,222.85507,1.3466793
Deep,0.757082,0.380448569,0.274116176,302.8826784,287.0010831,255.0885048,-0.7437439,141.83627,11.981331
Deep,0.7572,0.234164202,0.3265392,307.8251353,285.1949034,224.1383337,0.079589844,152.38788,0.12058099
Deep,0.75722,0.012306859,0.307885637,319.6309764,287.3350437,229.1901672,-0.9120636,179.83911,0.38176835
Deep,0.757243,0.045191954,0.33417877,309.0351144,285.7810223,237.2430223,-12.323456,406.38693,7.0810328
Deep,0.757414,0.209043059,0.355034255,307.931094,285.1508633,236.2688866,-1.5609741,384.17596,1.6373518
Deep,0.757478,0.250576026,0.41729871,306.9774664,280.3323466,238.8768359,0.086120605,546.28314,0.81490207
Deep,0.757492,0.142445203,0.323307125,307.7499389,282.35969,243.9696857,-1.671936,102.56687,1.0701855
Deep,0.757521,0.229030606,0.356674462,304.2806486,283.3022616,169.685857,0.3127594,135.44992,0.83004326
Deep,0.757581,0.165508419,0.335391154,301.2112666,283.8958928,174.7000924,-0.1638031,137.20813,3.1350899
Deep,0.757603,0.174799729,0.353752375,307.6200541,279.1593409,228.636448,2.7215347,117.6966,3.9701166
Deep,0.757627,0.242895603,0.381788382,303.5560284,279.323674,155.0293873,0.56108856,127.24515,3.866699
Deep,0.757643,0.224729789,0.408550321,299.6287234,275.5044259,217.9688076,-0.22687364,3.9655402,1.2481568
Deep,0.757697,0.266675382,0.339446016,305.6820368,282.0589256,230.3625481,-0.50679016,150.33842,5.3893695
Deep,0.757735,0.184665133,0.441959375,306.7894753,272.068529,189.8555931,-8.462219,703,22.90454
Deep,0.757758,0.21447709,0.39247776,300.6370393,276.1066218,150.0014799,0.6910858,245.93335,2.556219
Deep,0.757838,-0.008885039,0.306547843,318.362891,287.3670123,229.5422233,-1.5713959,181.62044,1.7216486
Deep,0.757868,0.248233819,0.506899375,305.2308582,273.2157408,191.1920389,11.573334,456,27.070627
Deep,0.757879,0.096903276,0.406355962,306.5946481,273.1837656,162.3712942,0.330307,210.54303,0.58119327
Deep,0.757924,0.240307147,0.458171531,304.4105334,274.7474212,208.4256957,-0.43537903,92.67523,1.6494313
Deep,0.757926,0.181679335,0.407815,304.3148288,281.331907,246.4580043,1.4637899,14.782751,0.08603871
Deep,0.757939,0.196723249,0.403040625,305.4325213,271.1853495,211.4677335,-0.40296936,242.1786,1.4847348
Deep,0.757947,0.17107652,0.425902895,299.9671074,271.0540762,165.6560115,-1.8631897,194.72455,3.4365647
Deep,0.757996,0.172184561,0.353013828,304.5951064,284.7631135,251.7456812,-1.9694896,-5.6843405,2.0243957
Deep,0.758009,0.137970784,0.479158125,302.2059105,271.6431409,196.1139877,12.983093,775.4762,25.93309
Deep,0.758028,0.257476251,0.331650479,308.7206566,281.5987406,228.2399577,-0.90011597,214.02742,18.458326
Deep,0.758155,0.090310123,0.310861389,313.8750307,281.448351,234.4778442,0.4335785,227.78305,5.328906
Deep,0.758228,0.138088903,0.398621719,304.1575999,282.3775492,244.9096412,0.48386097,5.96335,1.5099797
Deep,0.758244,0.094757053,0.333954709,307.1176052,281.0721736,231.1623648,-0.42956543,178.76582,1.6072215
Deep,0.758319,0.114566849,0.38622795,307.2406539,276.8962243,163.8239527,0.29127502,232.49837,0.809439
Deep,0.758326,0.227980431,0.372704,307.6405623,279.5402081,209.6425108,-4.192215,192.9645,0.9748421
Deep,0.758328,0.326836592,0.336014167,304.7147371,287.0594209,222.2823488,0.4712677,143.34656,1.108039
Deep,0.75837,0.250819202,0.340111532,310.2211674,281.3558782,223.1402718,-0.17181396,683.6974,0.56886905
Deep,0.758451,0.154981282,0.338540484,306.6630085,284.2673697,247.7329257,0.033721924,505.1091,1.8908777
Deep,0.758452,0.231708394,0.48447375,302.5477125,273.0654256,198.6057243,5.0977783,651,14.627697
Deep,0.758492,0.182761092,0.3716475,304.9232364,284.6356304,218.0850202,-0.8663635,139.32526,0.83995247
Deep,0.758496,0.219963399,0.397291406,298.2410073,280.7150029,243.2929177,-0.095486045,-1.6093801,0.466747
Deep,0.758573,0.152811554,0.510433125,311.3730401,273.6755422,197.2863685,9.23999,908,24.390526
Deep,0.758592,0.198685105,0.378995313,305.025777,284.7830876,242.0385044,0.83729374,-1.9156727,1.6537809
Deep,0.758639,0.183996359,0.373853145,313.3896719,281.3602885,236.6448688,0.4841919,537.44495,0.5068531
Deep,0.758688,0.133758289,0.315865924,309.1137289,281.2932752,197.3923272,-0.14089966,138.57835,0.12072496
Deep,0.758688,0.144798256,0.490335306,306.9296141,270.099193,210.2304103,0.15448761,99.394455,0.8591481
Deep,0.758708,0.227076508,0.360318516,301.7239696,275.9262501,150.0014799,0.19966125,155.57846,3.9841597
Deep,0.758714,0.127576061,0.382165222,308.8983936,277.0467008,229.7131243,-3.5400696,200.28336,4.585553
Deep,0.758715,0.260020503,0.497589226,295.9608459,271.4705505,245.8744354,-1.9303589,391.002,9.061677
Deep,0.758864,0.207646172,0.257147598,303.9285925,288.8300589,250.860414,-0.4844513,140.53122,0.06910955
Deep,0.758882,0.115963256,0.297197708,305.9076261,280.7123753,239.2630722,0.1600647,179.73607,0.42478287
Deep,0.758943,0.28377648,0.307283966,304.0926575,283.9492049,233.6814455,-0.2705536,182.96452,0.78994226
Deep,0.759,0.242719838,0.44262275,300.0149596,273.4166116,192.1149043,-1.9269562,205.11172,4.012922
Deep,0.759259,0.101575972,0.426403418,305.0223589,280.0403298,230.9231034,-0.75395966,80.94937,0.817151
Deep,0.759493,0.240006301,0.351726029,302.6092368,280.6151829,157.551886,0.200943,131.52611,2.0039265
Deep,0.759514,0.226375671,0.386461393,306.3827309,282.0072053,240.6166081,-2.3611145,436.42657,0.34292713
Deep,0.759548,0.198249857,0.422328333,301.9427229,274.5178769,156.5401521,1.1529694,229.64302,4.0794773
Deep,0.759567,0.212713236,0.417977755,304.3045747,273.9355368,210.0971075,-0.3346939,106.514206,0.38587803
Deep,0.759634,0.236537906,0.49365,302.9920551,271.6200692,199.4533932,-0.5473633,704.72943,3.1675978
Deep,0.759655,0.110955355,0.344383984,305.196678,279.6587279,205.0999623,-0.060302734,197.68617,1.0139977
Deep,0.759693,0.261040148,0.330602188,308.1225031,281.8448187,182.9956269,-2.902176,198.36946,0.7502947
Deep,0.759754,0.189546877,0.369040083,305.552152,282.5916027,232.3552537,-1.4601746,393.16815,2.4969082
Deep,0.759849,0.209844157,0.29108675,305.4564475,279.7590325,244.9609115,-1.2794228,25.09417,1.083314
Deep,0.759881,0.165617727,0.27461,310.3886503,281.6846363,199.1355174,1.799408,260.55783,5.098727
Deep,0.759889,0.366579637,0.376642647,302.981801,286.5763103,235.0349814,-3.5549011,137.77803,0.15311202
Deep,0.759909,0.211161372,0.286688362,305.1078094,286.8439142,248.6831353,1.329071,186.19836,1.5428752
Deep,0.759916,0.240315478,0.31306585,307.3329405,286.5303922,215.4907431,0.15261841,147.74496,0.5795209
Deep,0.759931,0.210491427,0.3304475,308.5395015,285.1947785,247.4560661,-0.29005432,212.16864,0.3161955
Deep,0.759943,0.22661314,0.391416774,311.185049,279.0565431,218.7070999,-2.6090698,546.8901,3.692406
Deep,0.759953,0.240730025,0.542911845,303.7166753,270.2468538,227.6315501,-1.2561646,410.1533,3.5075772
Deep,0.760009,0.059895943,0.362515938,303.4432337,277.6622838,233.4661102,-2.8325195,338.15475,2.3331707
Deep,0.760042,0.19279768,0.3569751,302.3768115,278.9518899,211.0849153,-1.4164124,221.06519,2.518941
Deep,0.760062,0.046416295,0.354159521,312.8701329,276.2451032,207.3524374,0.9393616,263.00076,1.755926
Deep,0.76012,0.263598915,0.492873125,303.323603,271.8058852,190.7682044,-1.1692505,330.7984,3.0659533
Deep,0.760164,0.099077909,0.30620075,307.4764973,280.9661063,236.3748453,-0.16972351,198.22446,1.0131247
Deep,0.760173,0.236156671,0.334194492,308.1430112,284.6424437,244.2089471,-0.13067627,346.5272,0.37699538
Deep,0.760179,0.262982248,0.45290875,302.0828617,280.6563819,247.5962049,0.81970024,18.058966,1.2565082
Deep,0.760259,0.214560489,0.385759375,303.2108083,279.2313783,239.3211785,0.9934845,36.819794,0.6399396
Deep,0.760275,0.241824838,0.305149745,301.5530686,279.7948601,150.0014799,-0.292099,129.99292,1.5010738
Deep,0.760277,0.029714838,0.332103431,313.7588181,283.8583812,228.5646696,1.7790833,180.80792,5.636143
Deep,0.760293,0.215787409,0.363302266,302.298197,276.2307743,150.0014799,1.01297,156.2594,3.8712335
Deep,0.760382,0.189553982,0.323158731,302.0384275,284.5274903,190.6724998,-0.091918945,135.09088,0.3557171
Deep,0.76046,0.243258416,0.2741275,303.6141347,285.3314564,216.9912538,-2.0269775,136.98534,3.8314543
Deep,0.760493,0.049319628,0.338256915,311.7182601,278.843671,173.438843,0.76797485,228.51367,1.2315825
Deep,0.760527,0.209081677,0.439549375,298.2136631,277.0925523,239.9432581,2.9929314,48.180157,5.0185575
Deep,0.760531,0.085337453,0.426148359,314.0664399,272.0056743,194.7194355,0.37068176,252.58002,2.0753694
Deep,0.760573,0.163472713,0.424316635,308.0712328,278.7667726,215.302752,0.48068237,201.64137,1.6124065
Deep,0.760575,0.20547628,0.473862806,306.5126157,272.6835649,213.7885691,0.07017517,101.56767,0.3977061
Deep,0.760591,0.152317235,0.350065313,302.4212457,283.0797387,246.249505,1.0584011,-3.3573656,0.45165122
Deep,0.760609,-0.021434634,0.299442341,306.6561725,284.9223397,238.4290753,-0.67477417,405.4531,0.28192335
Deep,0.7607,0.27014745,0.348181207,309.6742842,286.3693988,251.6157964,-0.040496826,245.73735,1.4748385
Deep,0.760747,0.255094394,0.245367892,304.4071153,288.5310826,259.8122084,0.007720947,141.76335,2.1395402
Deep,0.76082,0.023000468,0.33748516,306.406657,281.1256721,223.9776867,-1.4213257,443.60956,1.1241431
Deep,0.760902,0.209499654,0.407876276,300.9583332,276.2146586,241.4745311,-0.63586044,34.076023,0.5732969
Deep,0.760968,0.172520003,0.444225102,303.5081761,277.9994231,232.7073098,-0.26069307,7.52211,0.9926017
Deep,0.760981,0.216367739,0.42218125,302.0691897,279.2072191,252.0054507,0.987236,50.70604,1.0799612
Deep,0.761004,0.227061979,0.417761875,302.6605071,280.8039782,237.2225142,0.88449097,60.192635,1.7545482
Deep,0.76108,0.355091599,0.328807745,303.9969529,286.8560518,231.7673543,1.0616608,141.8323,1.2005068
Deep,0.761126,0.191805994,0.481290612,299.2749634,275.3877869,247.2476501,3.4844666,359.06616,4.346492
Deep,0.761135,0.215923685,0.378139674,307.8661516,281.9329651,231.8767309,4.4726562,590.7117,1.6708615
Deep,0.761168,0.161906139,0.31945025,302.8929325,279.4626105,216.8340249,-0.17884827,205.12442,2.373125
Deep,0.761187,0.250163811,0.395134167,314.1929066,287.2407313,247.8423024,-0.08514404,138.29385,0.2839353
Deep,0.76124,0.161926954,0.383780313,303.8021258,282.211348,240.8900497,1.2721514,2.8099084,0.6941153
Deep,0.761242,0.136093548,0.385118359,307.4559892,273.0280895,216.8852952,0.17341614,214.1729,0.36219937
Deep,0.761248,0.226327205,0.4102371,306.2836083,271.8219002,150.0014799,-3.7000885,216.15828,2.087354
Deep,0.761275,0.330596528,0.349017279,302.0247554,280.5178699,160.4777112,-2.190689,135.97821,22.243862
Deep,0.761282,0.216411468,0.437780561,304.8412039,274.4566105,209.9193705,0.44981384,121.27382,2.0793657
Deep,0.761292,0.198889563,0.330698377,300.5413818,277.4071655,232.4008179,0.8189106,18.532448,0.73385185
Deep,0.761318,0.182186504,0.412689,305.6170944,280.407672,220.4776342,-1.368515,229.7754,0.9624305
Deep,0.761377,0.142084338,0.298476379,308.0165445,284.1449749,206.6312352,-1.10849,301.62775,0.47988433
Deep,0.761425,0.097341708,0.320391453,308.8266152,280.8044154,231.4392244,-1.8921967,140.75801,1.2785143
Deep,0.76144,0.049229099,0.35193902,317.6451068,286.3784002,222.2994389,-0.034469604,170.67674,1.1057031
Deep,0.761633,0.201491733,0.498734769,302.7869739,274.8594718,229.2653637,-1.8224821,6.7385187,1.1650418
Deep,0.761705,0.351308111,0.294950612,302.5613845,281.2842798,150.0014799,-2.2089615,127.33071,4.0904646
Deep,0.761725,0.14609225,0.273753617,311.5097609,286.0030412,218.9873775,1.1571503,140.78758,1.4056118
Deep,0.761726,0.127552299,0.360106823,303.4569058,275.6928278,205.7904023,-1.5630798,187.22343,0.42683744
Deep,0.761767,0.206344309,0.369148418,301.4163478,281.1523721,150.0014799,-1.2814789,129.60703,3.1405506
Deep,0.761812,0.141425789,0.382396875,303.6859131,274.9566782,215.7505126,-0.6172409,77.071075,0.8792217
Deep,0.761813,0.141158765,0.370998125,304.1610179,282.812065,240.2406259,-0.38872528,33.465923,0.47598124
Deep,0.761818,0.169253991,0.337770538,305.3846691,282.0857094,209.9159524,-1.9633636,233.33145,2.0782125
Deep,0.761828,0.088576967,0.393281474,307.4799153,276.8718091,223.7179172,0.34953308,223.02992,0.49234033
Deep,0.76189,0.142431148,0.423268897,305.3607429,271.9050626,188.2491237,1.1707535,83.84605,2.145193
Deep,0.761891,0.217306157,0.432772669,300.7737601,276.6158899,237.3284728,0.06041336,48.40899,5.7667813
Deep,0.761926,0.045240738,0.326679461,317.0606254,284.859593,206.764538,-2.9417114,186.32416,0.74280113
Deep,0.761948,0.112572974,0.381693975,310.675764,278.4141379,225.4679434,-0.2619629,273.24118,3.113551
Deep,0.762015,0.257832684,0.310451765,304.523328,288.1481974,252.5113177,0.62823486,142.12607,0.9129161
Deep,0.76202,0.162283515,0.332226223,307.1107692,282.3389965,205.3118795,-6.787491,181.90439,1.730693
Deep,0.76208,0.116195422,0.40167367,305.4667015,278.1255232,219.2095488,0.30767822,458.66,0.47680366
Deep,0.762093,-0.010775005,0.287402056,318.2637684,281.1114101,206.0501718,0.2263031,238.03024,1.9084771
Deep,0.76216,0.19199049,0.343984076,306.403239,283.3407435,233.7122077,-1.5274048,528.80115,4.4661303
Deep,0.762225,0.283573227,0.36600051,301.7376417,278.1809269,150.1518727,-0.263031,131.58495,2.4895346
Deep,0.7623,0.299858757,0.407728112,301.7581498,279.0800057,163.3044137,-4.170044,129.0701,3.1918564
Deep,0.762339,0.069394999,0.415976667,316.9717569,281.796188,205.2025029,-4.6858673,210.79404,0.46285096
Deep,0.762345,0.306568078,0.359050508,306.9603763,279.7510679,195.1569421,-0.6207428,219.02281,4.4241304
Deep,0.762348,0.136312931,0.425515859,308.3856906,271.7068112,190.0538382,-1.0336151,250.17125,1.448104
Deep,0.762445,0.098799704,0.352145,305.8016675,282.3775492,206.4500802,-0.33280945,183.90817,0.6209645
Deep,0.762518,0.072581168,0.391835484,307.6337262,283.4377832,227.6725663,0.5866089,543.83026,0.7481929
Deep,0.762539,0.160763262,0.331849542,308.0609787,280.0825481,241.4027527,-0.47068787,116.25375,0.41968557
Deep,0.76258,0.209965974,0.36959815,305.1248995,273.4611142,199.9729323,-0.7653656,252.22784,6.338531
Deep,0.762608,0.176626676,0.361688769,306.0785271,285.2766152,183.4912398,-0.42800903,135.87663,0.83071154
Deep,0.762707,0.177452028,0.40404724,303.2347345,276.0441005,150.0014799,-1.6754608,237.95984,1.5616746
Deep,0.762719,0.103451305,0.311115,302.3802295,280.278244,150.0014799,-1.0812073,182.20316,1.2546512
Deep,0.762833,0.259075166,0.362891838,302.3323772,279.1834346,150.0014799,-1.667038,139.14421,3.9043589
Deep,0.762896,0.158171962,0.316163676,302.4314998,281.3500572,169.6687669,0.26957703,135.25719,9.301566
Deep,0.762946,0.21077178,0.297871172,308.1293391,279.4716981,224.5758402,-0.12260437,141.18135,9.624718
Deep,0.762998,0.183544861,0.3901005,301.9837392,275.5613508,208.4974741,-0.49816895,202.0285,0.0847836
Deep,0.763014,0.248801905,0.555850391,301.1360702,263.6285345,195.0988357,0.54208374,201.12018,2.9113076
Deep,0.763042,0.267580286,0.300640078,306.3588048,281.9904584,231.2273071,6.0390472,162.48396,10.747533
Deep,0.763072,0.143525473,0.379820645,308.7001485,277.413137,210.7909656,3.573059,541.12683,4.3978353
Deep,0.763127,0.132178476,0.4023578,305.370997,273.1062554,150.0014799,-2.3536987,211.14423,0.40959844
Deep,0.763178,0.343900223,0.420201649,300.9959314,269.4660059,202.2014813,0.018951416,92.25749,2.7021155
Deep,0.763233,0.244010227,0.385920625,302.5818927,282.7950526,244.4482085,-0.41172028,17.478191,9.7519655
Deep,0.763244,0.371143223,0.510745918,305.196678,271.4770038,204.9188072,1.4988174,89.81012,1.4873421
Deep,0.763264,0.22586624,0.296155948,310.6347478,286.0891211,205.7528041,-0.608551,290.5202,2.4692106
Deep,0.763366,0.214135046,0.475012203,301.7239696,276.0324513,232.1672626,-2.4049683,42.184025,5.374735
Deep,0.763371,0.260989976,0.489961875,303.4705779,272.9011276,198.6364864,-6.546692,554,13.563246
Deep,0.763379,0.011807879,0.317904574,313.4853765,277.7022705,209.2357665,-0.076171875,260.93835,1.4929352
Deep,0.763583,0.355176221,0.366737398,301.0813819,280.2163229,150.0014799,1.8840027,132.88214,3.7579896
Deep,0.763589,0.135832717,0.409387109,307.3124323,279.0402265,211.1088414,-0.5765381,193.3942,1.2334223
Deep,0.763604,0.185159803,0.414169286,304.010625,280.2842648,226.1720556,1.8031082,94.384125,1.2889519
Deep,0.763608,0.076325695,0.337070492,308.5600096,279.1011039,229.6208377,-0.32608795,50.36026,0.78245234
Deep,0.763967,0.15129868,0.33806125,306.3280426,279.3685652,224.5792582,-0.4861145,289.02332,0.42189616
Deep,0.76413,0.248410473,0.315923733,302.4451719,286.5473522,150.0014799,1.401474,142.59773,1.4540985
Deep,0.764139,0.287085049,0.353059521,309.1718352,282.5904755,237.871938,3.6953278,146.76671,7.78578
Deep,0.764181,0.183670768,0.354880372,310.494609,282.0358108,150.0014799,-0.5088501,179.77577,0.08672769
Deep,0.764444,0.357138308,0.31830148,301.3616595,280.3404877,152.7393139,3.45372,133.96135,6.1851377
Deep,0.764463,0.117994073,0.324959531,299.9807794,281.3729717,239.3929569,-0.001698971,-6.6152673,0.29029435
Deep,0.764508,0.137950697,0.310492654,308.7411647,282.5654417,211.4745696,2.687561,236.513,1.7499425
Deep,0.764606,0.236480038,0.402663622,302.5032782,281.7611285,236.0911496,0.7837601,88.752205,4.387409
Deep,0.764678,0.162492387,0.392092188,304.6395407,283.1100736,242.4384127,-0.68423843,2.6276007,0.5340282
Deep,0.764711,0.233209084,0.466601964,294.62146,272.9148254,244.4959259,0.6418762,56.43571,1.5909097
Deep,0.764717,0.096900492,0.343192635,305.9520604,278.8583858,231.3264297,0.3369751,181.10405,1.1514891
Deep,0.764742,0.178615888,0.495141435,298.2615356,274.2577209,244.341095,-0.49874878,373.8277,4.0586863
Deep,0.764753,0.277548584,0.402335161,308.457469,282.4529524,231.2854135,-0.25769043,544.76373,0.5346812
Deep,0.76478,0.27887564,0.419102449,304.6703029,274.6426484,208.0121153,-0.550766,113.847,2.1497066
Deep,0.764792,0.121831448,0.359905,305.3094726,277.6378042,238.5384519,-0.95747375,252.13759,1.8749895
Deep,0.76483,0.291470598,0.399086667,304.2293783,286.2255276,226.069515,-0.64985657,138.89003,1.4375364
Deep,0.764857,0.177470358,0.3939375,307.7328488,280.983735,211.8471337,-1.9295654,229.19942,0.49887148
Deep,0.764906,0.161404452,0.3833025,303.9730268,280.1637986,250.8706681,-0.30994844,7.475847,0.9324555
Deep,0.764955,0.013219411,0.342482143,318.53721,279.0986304,201.4836971,-0.17440796,254.40923,2.0120907
Deep,0.76502,0.239501521,0.429726875,303.0159812,282.5877963,244.1816029,4.237379,28.636154,2.8663173
Deep,0.76503,0.233081128,0.343493032,309.814423,283.8237262,198.3288646,0.93499756,141.21191,0.5170578
Deep,0.765048,0.074209199,0.345673629,314.6919375,285.4422865,213.9765602,0.44750977,669.05,0.5560211
Deep,0.7651,0.188558903,0.484185,304.8890562,269.8034693,182.4795059,-5.2177734,664,36.465546
Deep,0.765176,0.224344215,0.472373036,304.1336737,275.1887817,201.0735347,-0.7591858,390.59256,4.5338173
Deep,0.765177,0.226485384,0.315032941,302.6878513,280.4507158,150.0014799,-0.16333008,131.75946,2.8785222
Deep,0.765189,0.202599533,0.428524531,300.9720052,274.6224179,150.0014799,-0.6729431,253.74344,0.7148238
Deep,0.765212,0.080958703,0.325402109,309.6059238,278.3443924,177.9950637,-0.27783203,205.71063,0.47571144
Deep,0.765299,0.16785466,0.378440156,300.7190718,276.5913754,150.0014799,-0.6465454,154.15828,1.5355151
Deep,0.765351,0.177613177,0.246560654,309.640104,286.5966545,214.8618274,-1.4529266,175.29424,0.8958751
Deep,0.765361,0.236403046,0.353394961,306.1024533,279.9147056,196.3122328,-0.1750946,205.78941,2.2030728
Deep,0.765384,0.057464278,0.34048555,315.6660732,277.2586712,150.0014799,-0.31863403,203.99078,1.1135182
Deep,0.765443,0.161696848,0.385399085,307.773865,276.5745155,183.4126254,-1.8483582,164.90749,9.5362835
Deep,0.765513,0.095942206,0.401039113,315.0918459,283.9306396,214.7456147,0.054260254,659.8376,0.6266645
Deep,0.765525,0.223882822,0.346775112,301.8948706,275.2840035,150.0014799,0.32841492,226.80925,0.69445276
Deep,0.765565,0.266353513,0.34323949,300.4456302,281.3229243,179.8066143,0.5924072,134.85988,10.138056
Deep,0.765581,0.06557765,0.333958333,312.729994,284.4028517,204.3616699,-3.1400452,175.9614,12.83535
Deep,0.765751,0.171923192,0.392110521,302.8655883,275.8640136,150.0014799,0.0644989,237.42706,0.9088782
Deep,0.765772,0.275164654,0.527323929,304.9437445,271.6283035,229.6276738,1.8114014,404.9571,4.8890533
Deep,0.765778,0.153122851,0.347448917,307.083425,280.7333961,235.4622339,-0.50219727,97.72104,0.877295
Deep,0.765937,0.26296635,0.50408375,305.1522437,273.2778089,191.4996607,1.813324,420,8.990317
Deep,0.765982,0.188081048,0.362508633,308.3344203,280.9801131,231.6237975,-1.208847,221.18472,1.1817565
Deep,0.765985,0.167812484,0.516393125,307.1893836,270.4457463,196.6061826,-0.59924316,626.5558,0.72782105
Deep,0.766011,0.161210441,0.375642132,305.7469792,274.4146936,213.6142501,-12.934196,32.711193,11.418075
Deep,0.766015,0.094108529,0.361140625,304.1370918,281.2004685,252.1900238,-0.7339077,25.696785,0.19763343
Deep,0.766036,0.246633787,0.39614555,301.8743625,273.5661842,180.3534975,-0.086868286,203.2041,1.3477734
Deep,0.766044,0.15695904,0.3881425,303.0330713,276.2398534,207.3456014,-2.3394165,184.52281,1.3826247
Deep,0.766176,0.151929201,0.414134231,300.9890953,276.8315817,213.5014554,0.34916496,4.336329,0.5604531
Deep,0.766216,0.114295291,0.33786352,299.9567566,279.8595276,247.9717407,0.5898819,90.03992,2.6274467
Deep,0.766266,0.192501564,0.310888231,302.8245721,283.1830516,150.0014799,-0.69400024,137.69919,1.52476
Deep,0.766298,0.123167082,0.316407891,306.577558,282.298187,193.5573087,0.10066223,190.27963,2.3356168
Deep,0.766331,0.067213327,0.283248966,309.4008426,285.9824553,202.0886866,-0.3948059,299.88184,1.3605012
Deep,0.766351,0.138254612,0.372495451,307.5311856,274.6590227,200.8684535,-0.33822632,284.93472,0.7010824
Deep,0.766361,0.092833356,0.334868889,306.4715994,283.8830446,232.057886,-0.58795166,407.7008,1.4018149
Deep,0.766366,0.073710632,0.358536786,306.8475816,282.5827321,229.4123385,-0.50457764,387.2961,0.8701957
Deep,0.766381,0.153805233,0.393208516,313.4717044,275.8907881,224.9244783,-0.09817505,243.97066,0.35378432
Deep,0.766394,0.192126524,0.383959265,301.4778722,272.8441134,200.5266515,0.09365845,135.75743,0.6054303
Deep,0.766465,0.217531874,0.362805481,300.3020733,276.5228424,225.0304369,-0.17791319,2.3801188,0.59058475
Deep,0.766496,0.114588414,0.284836172,300.5105725,283.6972253,251.0860033,-0.10582924,-6.58435,0.9263214
Deep,0.76663,0.25654014,0.376601397,301.9051247,278.9908192,158.7584471,-1.6474915,126.44937,2.473016
Deep,0.76667,0.159953281,0.419658171,298.7953796,276.8527832,243.5400391,0.33119965,8.494566,0.37222177
Deep,0.766757,0.39537046,0.405039632,301.9324689,280.1768721,150.0014799,0.60383606,139.2357,6.5045204
Deep,0.76677,0.214242419,0.53390875,311.185049,273.8465985,195.6354649,-2.8261108,909.9473,14.508953
Deep,0.766773,0.128901043,0.352394333,309.0009342,281.4923105,235.8655603,0.37176514,178.0351,1.0057263
Deep,0.76688,0.19738158,0.3553559,305.9999127,276.3126316,224.6373646,0.07476807,174.99223,3.2717783
Deep,0.766994,0.139757148,0.319710153,302.5408764,281.6912334,178.0873502,-1.8444061,134.15411,1.4179313
Deep,0.76704,0.124382108,0.34676875,303.2860048,280.6630917,198.3801349,0.30769348,193.76022,0.31089583
Deep,0.767132,0.162089193,0.407974435,307.1859656,281.6018654,219.9341691,0.059753418,539.1567,0.8276943
Deep,0.76718,0.230341789,0.515095625,306.8680897,268.095003,152.6231012,1.8843994,661.33887,5.7375903
Deep,0.767199,0.298920344,0.349852959,302.4485899,280.4812544,150.0014799,-0.6301727,127.490524,1.966999
Deep,0.767313,0.05023664,0.364648484,311.4687447,278.7618233,228.6056858,0.5560913,267.02286,3.8274794
Deep,0.767384,0.252859969,0.368834133,305.6068404,287.923121,248.6660452,1.3216553,141.20186,7.792615
Deep,0.767451,0.171025877,0.290788203,307.7567749,284.0058085,235.8587242,-14.857544,557.1868,5.0737667
Deep,0.767476,0.13668073,0.49766838,299.4399109,274.5140686,242.8001709,-2.3463745,486.59424,4.4184065
Deep,0.767487,0.177763528,0.415163776,299.1707087,276.2778571,235.8382161,0.16346121,-5.709466,0.77275974
Deep,0.767492,0.198783485,0.347632885,306.0477649,285.2391747,173.3704826,-0.28799438,137.13597,1.0702789
Deep,0.767521,0.07650613,0.371461,319.8087135,277.4861822,205.1546506,-1.4848633,284.5331,1.5143517
Deep,0.767566,0.150135359,0.354104375,301.1565783,274.7657255,199.5080815,0.01322937,191.96004,0.128659
Deep,0.767649,0.278421812,0.27259135,303.4466517,282.748148,227.1803715,0.4307251,149.27856,1.8584534
Deep,0.767778,0.072670912,0.37759194,310.6962721,276.9892383,194.3092731,-0.6806183,145.53253,0.9292466
Deep,0.767782,0.197378989,0.5240475,301.9119607,266.5653614,190.0982725,2.0211792,177.38792,3.627671
Deep,0.767819,0.101174264,0.330433292,300.9466248,280.4029846,246.774765,-0.43613434,106.69044,0.97884136
Deep,0.767822,0.091121979,0.343321048,308.1635193,283.2010577,232.7619981,-0.00378418,520.9994,1.326738
